,School_Name,School_District,School_Address,School_Phone_Number,Principal_FName,Principal_LName,Grades,School_Type,Super_Phone_Number,Super_FName,Super_LName
1564,Marion Senior High,Smyth County Public Schools,"848 Stage ST Marion, VA 24354",276-783-4731,Mike,Davidson,9-12,High,276-783-3791,Dennis,Carter
1565,Northwood High,Smyth County Public Schools,"305 Panther Ln Saltville, VA 24370",276-496-7751,Stacy,Poston,9-12,High,276-783-3791,Dennis,Carter
1566,Capron Elementary,Southampton County Public Schools,"18414 Southampton Pky Capron, VA 23829",434-658-4348,Natasha,Rose,PK-5,Elementary,757-653-2692,Gwendolyn Page,Shannon
1567,Meherrin Elementary,Southampton County Public Schools,"28600 Grays Shop Rd. Newsoms, VA 23874",757-654-6461,Susan,Fowler,PK-5,Elementary,757-653-2692,Gwendolyn Page,Shannon
1568,Nottoway Elementary,Southampton County Public Schools,"13093 Ivor Rd. Sedley, VA 23878",757-859-6539,Susan,Melbye,PK-5,Elementary,757-653-2692,Gwendolyn Page,Shannon
1569,Riverdale Elementary,Southampton County Public Schools,"31023 Camp Parkway Courtland, VA 23837",757-562-3007,Tamee,Railey,PK-5,Elementary,757-653-2692,Gwendolyn Page,Shannon
1570,Southampton Middle,Southampton County Public Schools,"23450 Southampton Pkwy Courtland, VA 23837",757-653-9250,Mark,Barfield,6-8,Middle,757-653-2692,Gwendolyn Page,Shannon
1571,Southampton High,Southampton County Public Schools,"23350 Southampton Pkwy Courtland, VA 23837",757-653-2751,MeChelle,Blunt,9-12,High,757-653-2692,Gwendolyn Page,Shannon
1572,Battlefield Elementary,Spotsylvania County Public Schools,"11108 Leavells Rd Fredericksburg, VA 22407",540-786-4532,Kara,Hurley,PK-5,Elementary,540-834-2500,Kelly,Guempel
1573,Berkeley Elementary,Spotsylvania County Public Schools,"5979 Partlow Road Spotsylvania, VA 22553",540-582-5141,Kara,Hurley,PK-5,Elementary,540-834-2500,Kelly,Guempel
1574,Brock Road Elementary,Spotsylvania County Public Schools,"10207 Brock Rd Spotsylvania, VA 22553",540-972-3870,Nicole,Ochs,PK-5,Elementary,540-834-2500,Kelly,Guempel
1575,Cedar Forest Elementary,Spotsylvania County Public Schools,"3412 Massaponax Church Road Fredericksburg, VA 22408",540-834-4569,Scott,Orth,PK-5,Elementary,540-834-2500,Kelly,Guempel
1576,Chancellor Elementary,Spotsylvania County Public Schools,"5995 Plank Rd Fredericksburg, VA 22407",540-786-6123,Shawn,Hudson,PK-5,Elementary,540-834-2500,Kelly,Guempel
1577,Courthouse Road Elementary,Spotsylvania County Public Schools,"9911 Courthouse Rd Spotsylvania, VA 22553",540-891-0400,Holly,Boone,PK-5,Elementary,540-834-2500,Kelly,Guempel
1578,Courtland Elementary,Spotsylvania County Public Schools,"6601 Smith Station Rd Spotsylvania, VA 22553",540-898-5422,Katie,Simitoski,PK-5,Elementary,540-834-2500,Kelly,Guempel
1579,Harrison Road Elementary,Spotsylvania County Public Schools,"6230 Harrison Road Fredericksburg, VA 22407",540-548-4864,Christine,Primo,PK-5,Elementary,540-834-2500,Kelly,Guempel
1580,Lee Hill Elementary,Spotsylvania County Public Schools,"3600 Lee Hill School Dr Fredericksburg, VA 22408",540-898-1433,Carroll,Lewter,PK-5,Elementary,540-834-2500,Kelly,Guempel
1581,Livingston Elementary,Spotsylvania County Public Schools,"6057 Courthouse Rd Spotsylvania, VA 22551",540-895-5101,Cynthia,Franzen,PK-5,Elementary,540-834-2500,Kelly,Guempel
1582,Parkside Elementary,Spotsylvania County Public Schools,"5620 Smith Station Rd. Fredericksburg, VA 22407",540-710-5190,John,McKinley,PK-5,Elementary,540-834-2500,Kelly,Guempel
1583,Riverview Elementary,Spotsylvania County Public Schools,"7001 N Roxbury Mill Rd Spotsylvania, VA 22553",540-582-7617,Jennifer,Gardner,PK-5,Elementary,540-834-2500,Kelly,Guempel
1584,Salem Elementary,Spotsylvania County Public Schools,"4501 Jackson Rd Fredericksburg, VA 22407",540-786-8218,Tara,Schohn,PK-5,Elementary,540-834-2500,Kelly,Guempel
1585,Smith Station Elementary,Spotsylvania County Public Schools,"7320 Smith Station Road Fredericksburg, VA 22407",540-786-5443,Terrie,Cagle,PK-5,Elementary,540-834-2500,Kelly,Guempel
1586,Spotswood Elementary,Spotsylvania County Public Schools,"400 Lorraine Ave Fredericksburg, VA 22408",540-898-1514,Jamie,Sotzing,PK-5,Elementary,540-834-2500,Kelly,Guempel
1587,Spotsylvania Elementary,Spotsylvania County Public Schools,"7415 Brock Rd Spotsylvania, VA 22553",540-582-5445,Bob,MacDonald,PK-5,Elementary,540-834-2500,Kelly,Guempel
1588,Wilderness Elementary,Spotsylvania County Public Schools,"11600 Catharpin Rd Spotsylvania, VA 22553",540-786-9817,Dianne,Holmes,PK-5,Elementary,540-834-2500,Kelly,Guempel
1589,Battlefield Middle,Spotsylvania County Public Schools,"11120 Leavells Rd Fredericksburg, VA 22407",540-786-4400,Michael,Brown,6-8,Middle,540-834-2500,Kelly,Guempel
1590,Chancellor Middle,Spotsylvania County Public Schools,"6320 Harrison Rd Fredericksburg, VA 22407",540-786-8099,Deborah,Frazier,6-8,Middle,540-834-2500,Kelly,Guempel
1591,Freedom Middle,Spotsylvania County Public Schools,"7315 Smith Station Rd. Fredericksburg, VA 22407",540-548-1030,Eric,Wright,6-8,Middle,540-834-2500,Kelly,Guempel
1592,Ni River Middle,Spotsylvania County Public Schools,"11632 Catharpin Rd Spotsylvania, VA 22553",540-785-3990,Brian,Bartoszek,6-8,Middle,540-834-2500,Kelly,Guempel
1593,Post Oak Middle,Spotsylvania County Public Schools,"6959 Courthouse Rd Spotsylvania, VA 22553",540-582-7517,Harold,Pellegreen,6-8,Middle,540-834-2500,Kelly,Guempel
1594,Spotsylvania Middle,Spotsylvania County Public Schools,"8801 Courthouse Rd Spotsylvania, VA 22553",540-582-6341,Paul,Workman,6-8,Middle,540-834-2500,Kelly,Guempel
1595,Thornburg Middle,Spotsylvania County Public Schools,"6929 N Roxbury Mill Rd Spotsylvania, VA 22551",540-582-7600,Julie Ann,Hamlett,6-8,Middle,540-834-2500,Kelly,Guempel
1596,Chancellor High,Spotsylvania County Public Schools,"6300 Harrison Rd Fredericksburg, VA 22407",540-786-2606,Abe,Jeffers,9-12,High,540-834-2500,Kelly,Guempel
1597,Courtland High,Spotsylvania County Public Schools,"6701 Smith Station Rd Spotsylvania, VA 22553",540-898-4445,Clifton,Conway,9-12,High,540-834-2500,Kelly,Guempel
1598,Massaponax High,Spotsylvania County Public Schools,"8201 Jefferson Davis Hwy Fredericksburg, VA 22407",540-710-0419,Joseph,Gabalski,9-12,High,540-834-2500,Kelly,Guempel
1599,Riverbend High,Spotsylvania County Public Schools,"12301 Spotswood Furnace Rd. Fredericksburg, VA 22407",540-548-4051,Troy,Wright,9-12,High,540-834-2500,Kelly,Guempel
1600,Spotsylvania High,Spotsylvania County Public Schools,"6975 Courthouse Rd Spotsylvania, VA 22551",540-582-3882,Robert,Marchetti,9-12,High,540-834-2500,Kelly,Guempel
1601,Anne E. Moncure Elementary,Stafford County Public Schools,"75 Moncure Lane Stafford, VA 22556",540-658-6300,Gregory,Machi,KG-5,Elementary,540-658-6000,Thomas,Taylor
1602,Anthony Burns Elementary,Stafford County Public Schools,"60 Gallery Road Stafford, VA 22554",540-658-6000,Caroline,Goddard,KG-5,Elementary,540-658-6000,Thomas,Taylor
1603,Conway Elementary,Stafford County Public Schools,"105 Primmer House Road Fredericksburg, VA 22405",540-361-1455,William,Raybold,KG-5,Elementary,540-658-6000,Thomas,Taylor
1604,Falmouth Elementary,Stafford County Public Schools,"1000 Forbes St Falmouth, VA 22405",540-373-7458,Sallie,Burch,KG-5,Elementary,540-658-6000,Thomas,Taylor
1605,Ferry Farm Elementary,Stafford County Public Schools,"20 Pendleton Rd Fredericksburg, VA 22405",540-373-7366,Robert,Freeman,PK-5,Elementary,540-658-6000,Thomas,Taylor
1606,Garrisonville Elementary,Stafford County Public Schools,"100 Wood Dr Stafford, VA 22556",540-658-6260,Alexis,White,KG-5,Elementary,540-658-6000,Thomas,Taylor
1607,Grafton Village Elementary,Stafford County Public Schools,"501 Deacon Rd Falmouth, VA 22405",540-373-5454,Michael,Sidebotham,KG-5,Elementary,540-658-6000,Thomas,Taylor
1608,Hampton Oaks Elementary,Stafford County Public Schools,"107 Northampton Blvd Stafford, VA 22554",540-658-6280,Susan,Weiderhold,KG-5,Elementary,540-658-6000,Thomas,Taylor
1609,Hartwood Elementary,Stafford County Public Schools,"14 Shackleford Well Rd Hartwood, VA 22406",540-752-4441,Brian,Raska,KG-5,Elementary,540-658-6000,Thomas,Taylor
1610,Kate Waller Barrett Elementary,Stafford County Public Schools,"150 Duffey Dr. Stafford, VA 22554",540-658-6464,Rachel,Novak,KG-5,Elementary,540-658-6000,Thomas,Taylor
1611,Margaret Brent Elementary,Stafford County Public Schools,"2125 Mountain View Rd Stafford, VA 22556",540-658-6790,Brian,Fitzgerald,KG-5,Elementary,540-658-6000,Thomas,Taylor
1612,Park Ridge Elementary,Stafford County Public Schools,"2000 Parkway Blvd Stafford, VA 22554",540-658-6320,Keana Sirmans,Butler,KG-5,Elementary,540-658-6000,Thomas,Taylor
1613,Rockhill Elementary,Stafford County Public Schools,"50 Wood Dr Stafford, VA 22556",540-658-6360,Terri,Rivero,KG-5,Elementary,540-658-6000,Thomas,Taylor
1614,Rocky Run Elementary,Stafford County Public Schools,"95 Reservoir Rd Fredericksburg, VA 22406",540-286-1956,Nicholas,Roman,KG-5,Elementary,540-658-6000,Thomas,Taylor
1615,Stafford Elementary,Stafford County Public Schools,"1349 Courthouse Rd Stafford, VA 22554",540-658-6340,Stefanie,Sanders,KG-5,Elementary,540-658-6000,Thomas,Taylor
1616,Widewater Elementary,Stafford County Public Schools,"101 Den Rich Rd Stafford, VA 22554",540-658-6380,Karen,Bingham,KG-5,Elementary,540-658-6000,Thomas,Taylor
1617,Winding Creek Elementary,Stafford County Public Schools,"475 Winding Creek Rd Stafford, VA 22554",540-658-6400,Rebecca,Wardlow,KG-5,Elementary,540-658-6000,Thomas,Taylor
1618,Andrew G. Wright Middle,Stafford County Public Schools,"100 Wood Dr Stafford, VA 22556",540-658-6240,Carly,Hegna,6-8,Middle,540-658-6000,Thomas,Taylor
1619,Donald B. Dixon-Lyle R. Smith Middle,Stafford County Public Schools,"503 Deacon Road Fredericksburg, VA 22405",540-899-0860,Andrew,Bathke,6-8,Middle,540-658-6000,Thomas,Taylor
1620,Edward E. Drew Jr. Middle,Stafford County Public Schools,"501 Cambridge St Falmouth, VA 22405",540-371-1415,Amy,Ivory,6-8,Middle,540-658-6000,Thomas,Taylor
1621,H.H. Poole Middle,Stafford County Public Schools,"800 Eustace Rd Stafford, VA 22554",540-658-6190,Robert,Bingham,6-8,Middle,540-658-6000,Thomas,Taylor
1622,Rodney E. Thompson Middle,Stafford County Public Schools,"75 Walpole St Stafford, VA 22554",540-658-6420,Michael,Archambault,6-8,Middle,540-658-6000,Thomas,Taylor
1623,Shirley C. Heim Middle,Stafford County Public Schools,"320 Telegraph Road Stafford, VA 22554",540-658-5910,Eric,Underhill,6-8,Middle,540-658-6000,Thomas,Taylor
1624,Stafford Middle,Stafford County Public Schools,"101 Spartan Dr Stafford, VA 22554",540-658-6210,Scott,Elchenko,6-8,Middle,540-658-6000,Thomas,Taylor
1625,T. Benton Gayle Middle,Stafford County Public Schools,"100 Panther Drive Fredericksburg, VA 22406",540-373-0383,Katie,Werner,6-8,Middle,540-658-6000,Thomas,Taylor
1626,Brooke Point High,Stafford County Public Schools,"1700 Courthouse Rd Stafford, VA 22554",540-658-6080,Timothy,Roberts,9-12,High,540-658-6000,Thomas,Taylor
1627,Colonial Forge High,Stafford County Public Schools,"550 Courthouse Rd Stafford, VA 22554",540-658-6115,Gregory,Daniel,9-12,High,540-658-6000,Thomas,Taylor
1628,Mountain View High,Stafford County Public Schools,"2135 Mountain View Road Stafford, VA 22556",540-658-6840,Stefanie,Sullivan,9-12,High,540-658-6000,Thomas,Taylor
1629,North Stafford High,Stafford County Public Schools,"839 Garrisonville Rd Stafford, VA 22556",540-658-6150,Dashan,Turner,9-12,High,540-658-6000,Thomas,Taylor
1630,Stafford Senior High,Stafford County Public Schools,"63 Stafford Indian Lane Fredericksburg, VA 22405",540-371-7200,Allen,Hicks,9-12,High,540-658-6000,Thomas,Taylor
1631,North Star Early Childhood Education Center,Stafford County Public Schools,"101 Shepherds Way Stafford, VA 22556",540-368-2559,Allen,Hicks,PK,Elementary,540-658-6000,Thomas,Taylor
1632,Rising Star Early Childhood Education Center at Melchers,Stafford County Public Schools,"610 Gayle Street Fredericksburg, VA 22405",540-368-2559,Allen,Hicks,PK,Elementary,540-658-6000,Thomas,Taylor
1633,Arthur R. Ware Elementary,Staunton Public Schools,"330 Grubert Avenue Staunton, VA 24401",540-332-3938,William,Brown,KG-5,Elementary,540-332-3920,Garett,Smith
1634,Bessie Weller Elementary,Staunton Public Schools,"600 Greenville Ave Staunton, VA 24401-4873",540-332-3940,Sandra,McGrath,KG-5,Elementary,540-332-3920,Garett,Smith
1635,Thomas C. McSwain Elementary,Staunton Public Schools,"1101 N Coalter St Staunton, VA 24401-2505",540-332-3936,Kimberly,Crocker,KG-5,Elementary,540-332-3920,Garett,Smith
1636,Shelburne Middle,Staunton Public Schools,"300 Grubert Ave Staunton, VA 24401-2996",540-332-3930,Lisa,Warren,6-8,Middle,540-332-3920,Garett,Smith
1637,Staunton High,Staunton Public Schools,"1301 N Coalter St Staunton, VA 24401-2598",540-332-3926,Nate,Collins,9-12,High,540-332-3920,Garett,Smith
1638,Staunton City School PreSchool Programs,Staunton Public Schools,"Dixon Educational Center 1751 Shutterlee Mill Road Staunton, VA 24401",540-332-3934,Nate,Collins,PK,Elementary,540-332-3920,Garett,Smith
1639,Booker T. Washington Elementary,Suffolk Public Schools,"204 Walnut Street Suffolk, VA 23434",757-934-6226,Bernette,Brock,PK-5,Elementary,757-925-6750,John Gordon,III
1640,Creekside Elementary,Suffolk Public Schools,"1000 Bennetts Creek Park Road Suffolk, VA 23435",757-923-4251,Tara,Outland,PK-5,Elementary,757-925-6750,John Gordon,III
1641,Elephant's Fork Elementary,Suffolk Public Schools,"2316 William Reid Dr Suffolk, VA 23434",757-923-5250,Dana,Bilby,PK-5,Elementary,757-925-6750,John Gordon,III
1642,Florence Bowser Elementary,Suffolk Public Schools,"4540 Nansemond Pkwy Suffolk, VA 23435",757-923-4106,Shalise,Taylor,PK-5,Elementary,757-925-6750,John Gordon,III
1643,Hillpoint Elementary,Suffolk Public Schools,"1101 Hillpoint Rd Suffolk, VA 23434",757-925-6750,Kristal,Taylor,PK-5,Elementary,757-925-6750,John Gordon,III
1644,Kilby Shores Elementary,Suffolk Public Schools,"111 Kilby Shores Dr Suffolk, VA 23434",757-934-6214,Lorri,Banks,PK-5,Elementary,757-925-6750,John Gordon,III
1645,Mack Benn Jr. Elementary,Suffolk Public Schools,"1253 Nansemond Pkwy Suffolk, VA 23434",757-934-6224,Garrick,Rhoads,PK-5,Elementary,757-925-6750,John Gordon,III
1646,Nansemond Parkway Elementary,Suffolk Public Schools,"3012 Nansemond Pkwy Suffolk, VA 23434",757-923-4167,Janet,Wright-Davis,PK-5,Elementary,757-925-6750,John Gordon,III
1647,Northern Shores Elementary,Suffolk Public Schools,"6701 Respass Beach Rd Suffolk, VA 23435",757-923-4169,Andrea,Wilkins,PK-5,Elementary,757-925-6750,John Gordon,III
1648,Oakland Elementary,Suffolk Public Schools,"5505 Godwin Blvd Suffolk, VA 23434",757-923-5248,Candace,Myrick,PK-5,Elementary,757-925-6750,John Gordon,III
1649,Southwestern Elementary,Suffolk Public Schools,"150 Pioneer Rd Suffolk, VA 23437",757-925-5782,Lori,Mounie,PK-5,Elementary,757-925-6750,John Gordon,III
1650,Colonel Fred Cherry Middle,Suffolk Public Schools,"7401 Burbage Drive SUFFOLK, VA 23435",757-925-6752,Jamel,Gibson,6-8,Middle,757-925-6750,John Gordon,III
1651,Forest Glen Middle,Suffolk Public Schools,"200 Forest Glen Dr Suffolk, VA 23434",757-925-5780,Jennifer,Presson,6-8,Middle,757-925-6750,John Gordon,III
1652,John F. Kennedy Middle,Suffolk Public Schools,"2325 E Washington St Suffolk, VA 23434",757-934-6212,Chanel,Woods,6-8,Middle,757-925-6750,John Gordon,III
1653,John Yeates Middle,Suffolk Public Schools,"4901 Bennetts Pasture Rd Suffolk, VA 23435",757-923-4105,Steve,Smith,6-8,Middle,757-925-6750,John Gordon,III
1654,King's Fork Middle,Suffolk Public Schools,"350 Kings Fork Rd. Suffolk, VA 23434",757-923-5246,Darrell,Medley,6-8,Middle,757-925-6750,John Gordon,III
1655,King's Fork High,Suffolk Public Schools,"351 Kings Fork Road Suffolk, VA 23434",757-923-5240,Derrick,Bryant,9-12,High,757-925-6750,John Gordon,III
1656,Lakeland High,Suffolk Public Schools,"214 Kenyon Road Suffolk, VA 23434",757-925-5790,Lori,White,9-12,High,757-925-6750,John Gordon,III
1657,Nansemond River High,Suffolk Public Schools,"3301 Nansemond Pkwy Suffolk, VA 23435",757-923-4101,Shawn,Green,9-12,High,757-925-6750,John Gordon,III
1658,Surry Elementary,Surry County Public Schools,"1600 Hollybush Rd Dendron, VA 23839-9713",757-267-2558,Preston,McKellar,PK-4,Elementary,757-294-5229,Serbrenia James,Sims
1659,Surry County High,Surry County Public Schools,"1675 Hollybush Rd Dendron, VA 23839-2201",757-267-2211,Courtney,Ward,9-12,High,757-294-5229,Serbrenia James,Sims
1660,Luther P. Jackson Middle,Surry County Public Schools,"4255 New Design Rd Dendron, VA 23839-2212",757-267-2810,Trina,Craddox,5-8,Combined,757-294-5229,Serbrenia James,Sims
1661,Sussex Central Elementary,Sussex County Public Schools,"21392 Sussex Drive Stony Creek, VA 23882-3751",434-246-8960,Denise,Webb,PK-5,Elementary,434-246-1099,Arthur,Jarrett
1662,Sussex Central Middle,Sussex County Public Schools,"21356 Sussex Drive Sussex, VA 23884",434-246-2251,James,Holemon,6-8,Middle,434-246-1099,Arthur,Jarrett
1663,Sussex Central High,Sussex County Public Schools,"21394 Sussex Drive Sussex, VA 23884-0307",434-246-6051,Belinda,Urquhart,9-12,High,434-246-1099,Arthur,Jarrett
1664,Abb's Valley-Boissevain Elementary,Tazewell County Public Schools,"7030 Abb's Valley Road Bluefield, VA 24605-0000",276-945-5969,Shawn,Ross,PK-5,Elementary,276-988-5511,Christopher,Stacy
1665,Cedar Bluff Elementary,Tazewell County Public Schools,"1089 Cedar Valley Drive Cedar Bluff, VA 24609-1400",276-963-5765,Buffie,Crabtree,PK-5,Elementary,276-988-5511,Christopher,Stacy
1666,Dudley Primary,Tazewell County Public Schools,"1840 Tazewell Ave Bluefield, VA 24605-1199",276-326-1507,Susan,Maupin,PK-2,Elementary,276-988-5511,Christopher,Stacy
1667,Graham Intermediate,Tazewell County Public Schools,"808 Greever Ave Bluefield, VA 24605-1519",276-326-3737,Terri,Buckner,3-5,Elementary,276-988-5511,Christopher,Stacy
1668,Richlands Elementary,Tazewell County Public Schools,"309 East Front Street Richlands, VA 24641-0000",276-964-4112,Bethany,Collins,PK-5,Elementary,276-988-5511,Christopher,Stacy
1669,Tazewell Intermediate,Tazewell County Public Schools,"1253 West Riverside Drive North Tazewell, VA 24630-9505",276-988-4510,Karrie,Kinder,3-5,Elementary,276-988-5511,Christopher,Stacy
1670,Tazewell Primary,Tazewell County Public Schools,"175 Parkview Drive Tazewell, VA 24651-1299",276-988-4441,Melett,Smith,PK-2,Elementary,276-988-5511,Christopher,Stacy
1671,Graham Middle,Tazewell County Public Schools,"#1 Academic Cir Bluefield, VA 24605-9220",276-326-1101,Lee,Salyers,6-8,Middle,276-988-5511,Christopher,Stacy
1672,Richlands Middle,Tazewell County Public Schools,"185 Learning Lane Richlands, VA 24614-3096",276-963-5370,Sabrina,Holmes,6-8,Middle,276-988-5511,Christopher,Stacy
1673,Tazewell Middle,Tazewell County Public Schools,"367 Hope Street Tazewell, VA 24651-9704",276-988-6513,Chad,Brown,6-8,Middle,276-988-5511,Christopher,Stacy
1674,Graham High,Tazewell County Public Schools,"210 Valleydale Bluefield, VA 24605-9400",276-326-1235,Joanne,Young,9-12,High,276-988-5511,Christopher,Stacy
1675,Richlands High,Tazewell County Public Schools,"138 Tornado Alley Richlands, VA 24641-3069",276-964-4602,Rickie,Vencill,9-12,High,276-988-5511,Christopher,Stacy
1676,Tazewell High,Tazewell County Public Schools,"167 Cosby Blvd Tazewell, VA 24651-1300",276-988-6502,Jerry,Smith,9-12,High,276-988-5511,Christopher,Stacy
1677,Alanton Elementary,Virginia Beach Public Schools,"1441 Stephens Rd Virginia Beach, VA 23454",757-648-2000,Charlene,Garran,PK-5,Elementary,757-263-1007,Aaron,Spence
1678,Arrowhead Elementary,Virginia Beach Public Schools,"5549 Susquehanna Dr Virginia Beach, VA 23462-4034",757-648-2040,Lisa,Riley,PK-5,Elementary,757-263-1007,Aaron,Spence
1679,Bayside 6th Grade Campus,Virginia Beach Public Schools,"4722 Jericho Road Virginia Beach, VA 23462",757-648-4440,Shampriest,Bevel,PK-5,Elementary,757-263-1007,Aaron,Spence
